flow1,flow2,flow3,flow4,flow5,pressure1,pressure2,pressure3,pressure4,pressure5,pressure6
20.0,8.0,0.0,0.0,19.0,0.211,-0.03,0.021,-0.018,-0.015,-0.018
19.0,8.0,0.0,0.0,19.0,0.21,-0.024,0.026,-0.014,-0.014,-0.017
19.0,7.0,0.0,0.0,18.0,0.217,-0.023,0.027,-0.016,-0.014,-0.019
19.0,8.0,0.0,0.0,19.0,0.211,-0.025,0.024,-0.015,-0.015,-0.016
19.0,8.0,0.0,0.0,19.0,0.213,-0.026,0.023,-0.016,-0.015,-0.018
19.0,7.0,0.0,0.0,18.0,0.214,-0.021,0.026,-0.016,-0.014,-0.02
20.0,8.0,0.0,0.0,19.0,0.209,-0.025,0.024,-0.015,-0.014,-0.016
19.0,7.0,0.0,0.0,19.0,0.213,-0.024,0.027,-0.013,-0.012,-0.016
19.0,8.0,0.0,0.0,18.0,0.211,-0.024,0.025,-0.015,-0.014,-0.016
19.0,7.0,0.0,0.0,19.0,0.213,-0.028,0.021,-0.02,-0.015,-0.016
19.0,8.0,0.0,0.0,19.0,0.216,-0.026,0.024,-0.018,-0.016,-0.019
20.0,8.0,0.0,0.0,19.0,0.211,-0.028,0.019,-0.02,-0.018,-0.022
19.0,7.0,0.0,0.0,19.0,0.203,-0.027,0.021,-0.018,-0.015,-0.016
19.0,8.0,0.0,0.0,18.0,0.211,-0.028,0.022,-0.017,-0.015,-0.016
20.0,8.0,0.0,0.0,19.0,0.213,-0.024,0.025,-0.018,-0.015,-0.017
19.0,7.0,0.0,0.0,19.0,0.216,-0.024,0.026,-0.015,-0.014,-0.015
19.0,8.0,0.0,0.0,18.0,0.21,-0.029,0.022,-0.017,-0.017,-0.018
19.0,8.0,0.0,0.0,19.0,0.208,-0.031,0.018,-0.022,-0.018,-0.017
19.0,7.0,0.0,0.0,19.0,0.216,-0.02,0.029,-0.017,-0.017,-0.019
19.0,8.0,0.0,0.0,19.0,0.212,-0.022,0.026,-0.018,-0.017,-0.022
19.0,7.0,0.0,0.0,19.0,0.204,-0.031,0.017,-0.024,-0.021,-0.023
20.0,8.0,0.0,0.0,19.0,0.207,-0.026,0.025,-0.016,-0.013,-0.014
19.0,7.0,0.0,0.0,18.0,0.21,-0.025,0.026,-0.016,-0.015,-0.019
20.0,8.0,0.0,0.0,19.0,0.207,-0.024,0.026,-0.015,-0.017,-0.018
19.0,8.0,0.0,0.0,19.0,0.207,-0.03,0.021,-0.022,-0.02,-0.024
19.0,7.0,0.0,0.0,19.0,0.209,-0.027,0.022,-0.021,-0.019,-0.021
20.0,8.0,0.0,0.0,18.0,0.211,-0.027,0.021,-0.02,-0.019,-0.019
19.0,7.0,0.0,0.0,19.0,0.218,-0.024,0.027,-0.017,-0.017,-0.019
19.0,8.0,0.0,0.0,19.0,0.215,-0.024,0.026,-0.019,-0.017,-0.024
19.0,8.0,0.0,0.0,19.0,0.213,-0.025,0.027,-0.016,-0.015,-0.016
20.0,7.0,0.0,0.0,18.0,0.209,-0.026,0.022,-0.017,-0.016,-0.02
19.0,8.0,0.0,0.0,19.0,0.21,-0.023,0.028,-0.012,-0.012,-0.013
20.0,10.0,0.0,0.0,20.0,0.171,-0.019,0.03,-0.01,-0.012,-0.013
21.0,12.0,0.0,0.0,20.0,0.172,-0.023,0.028,-0.017,-0.016,-0.016
21.0,12.0,0.0,0.0,20.0,0.162,-0.021,0.028,-0.013,-0.013,-0.015
21.0,12.0,0.0,0.0,20.0,0.162,-0.026,0.026,-0.014,-0.014,-0.012
20.0,12.0,0.0,0.0,20.0,0.162,-0.026,0.022,-0.019,-0.018,-0.02
21.0,12.0,0.0,0.0,20.0,0.157,-0.026,0.024,-0.019,-0.015,-0.02
20.0,12.0,0.0,0.0,21.0,0.161,-0.025,0.025,-0.017,-0.016,-0.017
21.0,13.0,0.0,0.0,20.0,0.161,-0.025,0.024,-0.017,-0.017,-0.018
21.0,12.0,0.0,0.0,20.0,0.159,-0.026,0.024,-0.021,-0.019,-0.02
21.0,12.0,0.0,0.0,21.0,0.157,-0.03,0.019,-0.021,-0.019,-0.019
21.0,12.0,0.0,0.0,20.0,0.155,-0.031,0.018,-0.021,-0.021,-0.023
20.0,12.0,0.0,0.0,20.0,0.152,-0.033,0.016,-0.025,-0.025,-0.027
21.0,13.0,0.0,0.0,21.0,0.159,-0.03,0.017,-0.024,-0.027,-0.025
22.0,12.0,0.0,0.0,20.0,0.157,-0.033,0.016,-0.027,-0.027,-0.03
21.0,13.0,0.0,0.0,21.0,0.153,-0.037,0.01,-0.031,-0.029,-0.031
20.0,12.0,0.0,0.0,20.0,0.149,-0.038,0.012,-0.031,-0.028,-0.034
21.0,13.0,0.0,0.0,21.0,0.153,-0.038,0.011,-0.031,-0.03,-0.031
21.0,12.0,0.0,0.0,20.0,0.152,-0.036,0.013,-0.03,-0.029,-0.034
21.0,12.0,0.0,0.0,20.0,0.156,-0.035,0.013,-0.029,-0.029,-0.032
21.0,13.0,0.0,0.0,21.0,0.153,-0.036,0.012,-0.031,-0.03,-0.029
21.0,12.0,0.0,0.0,20.0,0.157,-0.034,0.014,-0.028,-0.025,-0.029
21.0,13.0,0.0,0.0,21.0,0.153,-0.035,0.014,-0.027,-0.027,-0.028
21.0,12.0,0.0,0.0,21.0,0.148,-0.037,0.012,-0.029,-0.025,-0.03
21.0,13.0,0.0,0.0,20.0,0.15,-0.033,0.015,-0.029,-0.027,-0.029
21.0,12.0,0.0,0.0,21.0,0.154,-0.033,0.015,-0.03,-0.028,-0.03
21.0,12.0,0.0,0.0,20.0,0.154,-0.034,0.016,-0.029,-0.028,-0.027
22.0,13.0,0.0,0.0,21.0,0.153,-0.034,0.016,-0.026,-0.027,-0.027
21.0,12.0,0.0,0.0,20.0,0.155,-0.033,0.016,-0.025,-0.025,-0.027
21.0,12.0,0.0,0.0,20.0,0.157,-0.031,0.018,-0.025,-0.027,-0.03
21.0,13.0,0.0,0.0,21.0,0.147,-0.038,0.011,-0.03,-0.028,-0.032
21.0,12.0,0.0,0.0,20.0,0.151,-0.034,0.015,-0.028,-0.029,-0.028
20.0,13.0,0.0,0.0,21.0,0.153,-0.037,0.014,-0.029,-0.026,-0.028
21.0,12.0,0.0,0.0,20.0,0.151,-0.035,0.015,-0.027,-0.025,-0.027
21.0,13.0,0.0,0.0,20.0,0.155,-0.036,0.012,-0.031,-0.029,-0.029
21.0,12.0,0.0,0.0,21.0,0.152,-0.036,0.015,-0.029,-0.027,-0.027
22.0,13.0,0.0,0.0,21.0,0.152,-0.036,0.014,-0.029,-0.03,-0.033
20.0,13.0,0.0,0.0,20.0,0.151,-0.038,0.013,-0.029,-0.028,-0.03
21.0,12.0,0.0,0.0,20.0,0.148,-0.036,0.014,-0.027,-0.025,-0.026
21.0,12.0,0.0,0.0,21.0,0.151,-0.037,0.013,-0.03,-0.03,-0.031
21.0,13.0,0.0,0.0,20.0,0.153,-0.037,0.014,-0.026,-0.027,-0.026
21.0,12.0,0.0,0.0,21.0,0.153,-0.035,0.014,-0.029,-0.028,-0.028
20.0,13.0,0.0,0.0,20.0,0.155,-0.034,0.015,-0.028,-0.029,-0.029
22.0,12.0,0.0,0.0,21.0,0.147,-0.037,0.012,-0.03,-0.03,-0.034
20.0,13.0,0.0,0.0,20.0,0.154,-0.04,0.009,-0.033,-0.031,-0.032
22.0,12.0,0.0,0.0,21.0,0.144,-0.044,0.007,-0.034,-0.034,-0.035
21.0,13.0,0.0,0.0,21.0,0.148,-0.044,0.006,-0.036,-0.034,-0.035
21.0,12.0,0.0,0.0,20.0,0.143,-0.046,0.003,-0.037,-0.035,-0.039
21.0,13.0,0.0,0.0,21.0,0.144,-0.045,0.003,-0.039,-0.037,-0.042
22.0,12.0,0.0,0.0,21.0,0.147,-0.043,0.006,-0.036,-0.034,-0.033
20.0,13.0,0.0,0.0,20.0,0.147,-0.044,0.008,-0.035,-0.034,-0.035
22.0,12.0,0.0,0.0,21.0,0.146,-0.042,0.008,-0.031,-0.032,-0.033
21.0,13.0,0.0,0.0,21.0,0.146,-0.042,0.007,-0.037,-0.035,-0.037
21.0,12.0,0.0,0.0,21.0,0.148,-0.041,0.008,-0.034,-0.031,-0.034
21.0,13.0,0.0,0.0,20.0,0.147,-0.043,0.009,-0.034,-0.034,-0.035
22.0,13.0,0.0,0.0,21.0,0.149,-0.04,0.009,-0.034,-0.033,-0.035
21.0,12.0,0.0,0.0,21.0,0.145,-0.044,0.006,-0.034,-0.033,-0.036
21.0,13.0,0.0,0.0,20.0,0.147,-0.043,0.006,-0.035,-0.035,-0.035
22.0,13.0,0.0,0.0,21.0,0.147,-0.044,0.006,-0.036,-0.034,-0.036
21.0,13.0,0.0,0.0,21.0,0.155,-0.043,0.007,-0.035,-0.034,-0.035
21.0,13.0,0.0,0.0,21.0,0.146,-0.042,0.008,-0.034,-0.034,-0.035
21.0,12.0,0.0,0.0,20.0,0.147,-0.041,0.009,-0.034,-0.035,-0.036
22.0,13.0,0.0,0.0,21.0,0.154,-0.043,0.007,-0.036,-0.035,-0.036
21.0,13.0,0.0,0.0,21.0,0.146,-0.041,0.009,-0.032,-0.034,-0.034
21.0,13.0,0.0,0.0,21.0,0.145,-0.041,0.009,-0.032,-0.033,-0.035
21.0,12.0,0.0,0.0,21.0,0.146,-0.042,0.006,-0.036,-0.034,-0.035
22.0,13.0,0.0,0.0,21.0,0.15,-0.043,0.007,-0.035,-0.034,-0.037
21.0,12.0,0.0,0.0,21.0,0.145,-0.042,0.007,-0.036,-0.034,-0.036
21.0,13.0,0.0,0.0,21.0,0.152,-0.042,0.007,-0.035,-0.034,-0.035
21.0,13.0,0.0,0.0,21.0,0.143,-0.043,0.007,-0.034,-0.033,-0.032
22.0,13.0,0.0,0.0,20.0,0.145,-0.043,0.006,-0.035,-0.034,-0.038
21.0,13.0,0.0,0.0,21.0,0.146,-0.044,0.007,-0.032,-0.032,-0.034
21.0,12.0,0.0,0.0,21.0,0.148,-0.041,0.009,-0.032,-0.032,-0.035
21.0,13.0,0.0,0.0,20.0,0.149,-0.041,0.007,-0.033,-0.032,-0.034
21.0,13.0,0.0,0.0,21.0,0.145,-0.044,0.006,-0.035,-0.035,-0.036
22.0,13.0,0.0,0.0,21.0,0.144,-0.043,0.006,-0.032,-0.034,-0.033
21.0,12.0,0.0,0.0,20.0,0.147,-0.042,0.008,-0.032,-0.032,-0.034
21.0,14.0,0.0,0.0,22.0,0.149,-0.041,0.008,-0.034,-0.035,-0.037
21.0,12.0,0.0,0.0,20.0,0.145,-0.041,0.008,-0.033,-0.035,-0.035
21.0,13.0,0.0,0.0,21.0,0.15,-0.042,0.007,-0.033,-0.033,-0.034
22.0,13.0,0.0,0.0,21.0,0.143,-0.042,0.008,-0.033,-0.034,-0.034
21.0,12.0,0.0,0.0,20.0,0.15,-0.039,0.008,-0.033,-0.033,-0.033
24.0,15.0,0.0,0.0,24.0,0.152,-0.041,0.009,-0.034,-0.033,-0.033
21.0,13.0,0.0,0.0,21.0,0.143,-0.041,0.008,-0.032,-0.031,-0.033
21.0,12.0,0.0,0.0,21.0,0.145,-0.044,0.005,-0.037,-0.035,-0.038
21.0,13.0,0.0,0.0,20.0,0.148,-0.042,0.008,-0.036,-0.036,-0.037
21.0,13.0,0.0,0.0,21.0,0.145,-0.042,0.007,-0.033,-0.033,-0.036
21.0,13.0,0.0,0.0,21.0,0.146,-0.042,0.009,-0.034,-0.034,-0.034
22.0,13.0,0.0,0.0,21.0,0.147,-0.041,0.009,-0.034,-0.036,-0.036
21.0,13.0,0.0,0.0,20.0,0.147,-0.042,0.008,-0.034,-0.031,-0.033
21.0,12.0,0.0,0.0,21.0,0.147,-0.042,0.008,-0.033,-0.033,-0.034
21.0,13.0,0.0,0.0,21.0,0.145,-0.041,0.008,-0.033,-0.032,-0.035
22.0,13.0,0.0,0.0,20.0,0.153,-0.04,0.01,-0.033,-0.033,-0.033
21.0,12.0,0.0,0.0,21.0,0.152,-0.039,0.01,-0.034,-0.032,-0.038
21.0,13.0,0.0,0.0,21.0,0.149,-0.041,0.008,-0.034,-0.032,-0.033
21.0,13.0,0.0,0.0,21.0,0.148,-0.041,0.008,-0.034,-0.033,-0.032
21.0,13.0,0.0,0.0,20.0,0.149,-0.041,0.01,-0.034,-0.032,-0.038
22.0,12.0,0.0,0.0,21.0,0.151,-0.041,0.008,-0.035,-0.033,-0.031
21.0,13.0,0.0,0.0,21.0,0.153,-0.04,0.01,-0.033,-0.03,-0.034
21.0,13.0,0.0,0.0,20.0,0.15,-0.039,0.01,-0.03,-0.028,-0.032
21.0,13.0,0.0,0.0,21.0,0.149,-0.038,0.01,-0.031,-0.031,-0.032
21.0,13.0,0.0,0.0,20.0,0.149,-0.042,0.008,-0.035,-0.034,-0.036
21.0,13.0,0.0,0.0,21.0,0.148,-0.043,0.007,-0.036,-0.035,-0.037
22.0,12.0,0.0,0.0,21.0,0.152,-0.042,0.007,-0.033,-0.033,-0.033
21.0,13.0,0.0,0.0,21.0,0.15,-0.041,0.008,-0.036,-0.036,-0.039
21.0,13.0,0.0,0.0,21.0,0.148,-0.043,0.006,-0.035,-0.034,-0.037
22.0,13.0,0.0,0.0,21.0,0.145,-0.044,0.006,-0.035,-0.034,-0.035
21.0,13.0,0.0,0.0,20.0,0.147,-0.039,0.009,-0.034,-0.032,-0.034
21.0,12.0,0.0,0.0,21.0,0.147,-0.041,0.007,-0.037,-0.036,-0.037
21.0,13.0,0.0,0.0,21.0,0.151,-0.041,0.007,-0.035,-0.035,-0.036
22.0,13.0,0.0,0.0,21.0,0.139,-0.043,0.006,-0.035,-0.036,-0.036
21.0,13.0,0.0,0.0,20.0,0.148,-0.039,0.009,-0.032,-0.035,-0.035
21.0,13.0,0.0,0.0,21.0,0.15,-0.038,0.009,-0.032,-0.033,-0.034
21.0,12.0,0.0,0.0,20.0,0.149,-0.038,0.011,-0.033,-0.031,-0.033
21.0,13.0,0.0,0.0,21.0,0.149,-0.04,0.01,-0.033,-0.032,-0.032
22.0,13.0,0.0,0.0,21.0,0.154,-0.038,0.011,-0.03,-0.03,-0.034
21.0,13.0,0.0,0.0,20.0,0.145,-0.041,0.007,-0.033,-0.032,-0.035
21.0,12.0,0.0,0.0,21.0,0.152,-0.04,0.011,-0.032,-0.032,-0.033
21.0,13.0,0.0,0.0,21.0,0.147,-0.04,0.009,-0.031,-0.031,-0.033
21.0,13.0,0.0,0.0,20.0,0.15,-0.039,0.01,-0.033,-0.035,-0.034
21.0,12.0,0.0,0.0,21.0,0.148,-0.038,0.01,-0.034,-0.034,-0.034
21.0,13.0,0.0,0.0,21.0,0.144,-0.041,0.009,-0.031,-0.031,-0.035
21.0,13.0,0.0,0.0,20.0,0.149,-0.043,0.006,-0.035,-0.034,-0.037
14.0,10.0,1.0,0.0,12.0,0.41,-0.068,-0.027,-0.063,-0.059,-0.065
10.0,9.0,1.0,0.0,10.0,0.425,-0.071,-0.024,-0.064,-0.057,-0.066
10.0,8.0,0.0,0.0,8.0,0.435,-0.07,-0.024,-0.064,-0.058,-0.065
9.0,8.0,0.0,0.0,8.0,0.442,-0.068,-0.022,-0.062,-0.056,-0.065
9.0,7.0,0.0,0.0,8.0,0.453,-0.067,-0.02,-0.059,-0.052,-0.062
9.0,7.0,0.0,0.0,7.0,0.469,-0.067,-0.019,-0.058,-0.054,-0.061
8.0,7.0,0.0,0.0,7.0,0.451,-0.066,-0.02,-0.06,-0.054,-0.061
8.0,7.0,0.0,0.0,7.0,0.467,-0.067,-0.02,-0.06,-0.055,-0.063
8.0,7.0,0.0,0.0,7.0,0.468,-0.068,-0.021,-0.061,-0.055,-0.065
7.0,6.0,0.0,0.0,7.0,0.467,-0.067,-0.02,-0.06,-0.055,-0.061
8.0,6.0,0.0,0.0,7.0,0.47,-0.068,-0.021,-0.06,-0.056,-0.064
7.0,7.0,0.0,0.0,6.0,0.455,-0.07,-0.024,-0.063,-0.057,-0.066
8.0,6.0,0.0,0.0,6.0,0.456,-0.071,-0.027,-0.067,-0.061,-0.069
7.0,6.0,0.0,0.0,6.0,0.482,-0.075,-0.029,-0.071,-0.064,-0.072
7.0,6.0,0.0,0.0,6.0,0.476,-0.078,-0.033,-0.072,-0.066,-0.075
7.0,6.0,0.0,0.0,6.0,0.468,-0.079,-0.033,-0.073,-0.069,-0.078
6.0,6.0,0.0,0.0,6.0,0.46,-0.08,-0.036,-0.076,-0.069,-0.08
7.0,5.0,0.0,0.0,5.0,0.504,-0.085,-0.038,-0.078,-0.07,-0.081
7.0,6.0,0.0,0.0,6.0,0.49,-0.087,-0.041,-0.082,-0.075,-0.087
6.0,5.0,0.0,0.0,5.0,0.484,-0.088,-0.044,-0.084,-0.076,-0.086
7.0,6.0,1.0,0.0,5.0,0.48,-0.088,-0.045,-0.084,-0.076,-0.085
6.0,5.0,0.0,0.0,5.0,0.488,-0.089,-0.043,-0.086,-0.075,-0.088
6.0,5.0,0.0,0.0,5.0,0.487,-0.088,-0.043,-0.086,-0.075,-0.086
6.0,5.0,0.0,0.0,5.0,0.487,-0.089,-0.043,-0.085,-0.076,-0.086
7.0,6.0,0.0,0.0,6.0,0.488,-0.087,-0.041,-0.084,-0.075,-0.086
6.0,5.0,0.0,0.0,4.0,0.496,-0.086,-0.041,-0.084,-0.074,-0.085
6.0,5.0,0.0,0.0,5.0,0.47,-0.086,-0.04,-0.084,-0.073,-0.083
6.0,5.0,0.0,0.0,5.0,0.482,-0.086,-0.039,-0.082,-0.072,-0.084
5.0,5.0,0.0,0.0,5.0,0.481,-0.085,-0.039,-0.079,-0.072,-0.084
6.0,5.0,0.0,0.0,4.0,0.489,-0.084,-0.038,-0.079,-0.073,-0.084
6.0,5.0,0.0,0.0,5.0,0.489,-0.082,-0.037,-0.076,-0.071,-0.081
6.0,4.0,0.0,0.0,4.0,0.483,-0.083,-0.037,-0.076,-0.07,-0.08
5.0,5.0,0.0,0.0,5.0,0.506,-0.082,-0.036,-0.074,-0.067,-0.081
6.0,5.0,0.0,0.0,4.0,0.505,-0.081,-0.035,-0.073,-0.069,-0.08
5.0,4.0,0.0,0.0,5.0,0.492,-0.08,-0.034,-0.073,-0.067,-0.08
6.0,5.0,0.0,0.0,4.0,0.485,-0.079,-0.033,-0.072,-0.066,-0.08
5.0,5.0,0.0,0.0,4.0,0.492,-0.079,-0.033,-0.072,-0.065,-0.078
6.0,4.0,0.0,0.0,5.0,0.482,-0.077,-0.031,-0.072,-0.066,-0.073
5.0,5.0,0.0,0.0,4.0,0.473,-0.076,-0.03,-0.071,-0.065,-0.069
6.0,5.0,0.0,0.0,4.0,0.489,-0.076,-0.03,-0.069,-0.064,-0.073
5.0,4.0,0.0,0.0,5.0,0.483,-0.074,-0.03,-0.068,-0.063,-0.071
6.0,4.0,0.0,0.0,4.0,0.488,-0.074,-0.029,-0.068,-0.063,-0.072
5.0,5.0,0.0,0.0,4.0,0.492,-0.075,-0.028,-0.067,-0.06,-0.069
5.0,5.0,0.0,0.0,4.0,0.487,-0.073,-0.028,-0.067,-0.06,-0.068
5.0,4.0,0.0,0.0,4.0,0.487,-0.073,-0.026,-0.066,-0.059,-0.068
6.0,4.0,0.0,0.0,4.0,0.491,-0.072,-0.024,-0.065,-0.059,-0.064
5.0,5.0,0.0,0.0,4.0,0.506,-0.07,-0.025,-0.065,-0.057,-0.066
5.0,4.0,0.0,0.0,5.0,0.515,-0.07,-0.023,-0.063,-0.056,-0.062
5.0,5.0,0.0,0.0,4.0,0.506,-0.07,-0.023,-0.062,-0.056,-0.064
5.0,4.0,0.0,0.0,4.0,0.502,-0.068,-0.021,-0.061,-0.057,-0.063
6.0,4.0,0.0,0.0,4.0,0.5,-0.068,-0.021,-0.061,-0.056,-0.064
5.0,5.0,0.0,0.0,4.0,0.493,-0.066,-0.02,-0.059,-0.051,-0.063
5.0,4.0,0.0,0.0,4.0,0.489,-0.066,-0.019,-0.059,-0.052,-0.062
5.0,5.0,0.0,0.0,4.0,0.487,-0.064,-0.018,-0.059,-0.052,-0.059
5.0,4.0,0.0,0.0,4.0,0.492,-0.064,-0.018,-0.057,-0.051,-0.06
5.0,4.0,0.0,0.0,4.0,0.504,-0.063,-0.018,-0.057,-0.051,-0.06
5.0,5.0,0.0,0.0,4.0,0.51,-0.064,-0.016,-0.057,-0.049,-0.059
5.0,4.0,0.0,0.0,4.0,0.486,-0.062,-0.015,-0.054,-0.049,-0.057
6.0,4.0,0.0,0.0,4.0,0.506,-0.062,-0.015,-0.054,-0.049,-0.056
5.0,5.0,0.0,0.0,4.0,0.493,-0.062,-0.015,-0.053,-0.049,-0.056
5.0,4.0,0.0,0.0,4.0,0.487,-0.06,-0.013,-0.053,-0.047,-0.055
5.0,4.0,0.0,0.0,4.0,0.494,-0.06,-0.013,-0.053,-0.045,-0.056
5.0,5.0,0.0,0.0,4.0,0.502,-0.059,-0.012,-0.051,-0.046,-0.056
5.0,4.0,0.0,0.0,4.0,0.508,-0.058,-0.012,-0.052,-0.047,-0.054
5.0,4.0,0.0,0.0,4.0,0.507,-0.058,-0.011,-0.05,-0.045,-0.055
5.0,4.0,0.0,0.0,4.0,0.49,-0.057,-0.01,-0.05,-0.045,-0.053
5.0,4.0,0.0,0.0,3.0,0.493,-0.055,-0.01,-0.05,-0.043,-0.051
4.0,4.0,0.0,0.0,4.0,0.5,-0.058,-0.009,-0.048,-0.044,-0.05
5.0,4.0,0.0,0.0,4.0,0.484,-0.056,-0.009,-0.049,-0.044,-0.05
5.0,5.0,0.0,0.0,4.0,0.503,-0.056,-0.009,-0.048,-0.043,-0.05
5.0,4.0,0.0,0.0,3.0,0.506,-0.056,-0.009,-0.048,-0.042,-0.049
5.0,4.0,0.0,0.0,4.0,0.505,-0.055,-0.008,-0.046,-0.041,-0.048
5.0,4.0,0.0,0.0,4.0,0.498,-0.055,-0.007,-0.046,-0.043,-0.048
4.0,4.0,0.0,0.0,3.0,0.477,-0.054,-0.007,-0.046,-0.042,-0.047
5.0,4.0,0.0,0.0,4.0,0.496,-0.054,-0.007,-0.046,-0.041,-0.046
5.0,4.0,0.0,0.0,4.0,0.506,-0.054,-0.007,-0.046,-0.04,-0.048
5.0,4.0,0.0,0.0,3.0,0.51,-0.053,-0.006,-0.046,-0.04,-0.047
5.0,4.0,0.0,0.0,4.0,0.482,-0.053,-0.006,-0.046,-0.039,-0.047
4.0,4.0,0.0,0.0,4.0,0.493,-0.053,-0.006,-0.045,-0.039,-0.045
5.0,4.0,0.0,0.0,3.0,0.501,-0.051,-0.007,-0.045,-0.039,-0.047
5.0,4.0,0.0,0.0,4.0,0.504,-0.051,-0.006,-0.044,-0.038,-0.047
5.0,4.0,0.0,0.0,4.0,0.517,-0.052,-0.005,-0.045,-0.038,-0.047
4.0,4.0,0.0,0.0,3.0,0.5,-0.05,-0.005,-0.043,-0.039,-0.045
5.0,4.0,0.0,0.0,4.0,0.479,-0.051,-0.004,-0.044,-0.039,-0.044
5.0,5.0,0.0,0.0,4.0,0.5,-0.051,-0.003,-0.044,-0.038,-0.046
5.0,3.0,0.0,0.0,3.0,0.508,-0.051,-0.004,-0.042,-0.037,-0.046
4.0,4.0,0.0,0.0,4.0,0.499,-0.049,-0.003,-0.042,-0.037,-0.047
5.0,4.0,0.0,0.0,4.0,0.497,-0.049,-0.004,-0.043,-0.037,-0.045
5.0,4.0,0.0,0.0,3.0,0.5,-0.05,-0.003,-0.043,-0.037,-0.045
4.0,4.0,0.0,0.0,4.0,0.518,-0.049,-0.003,-0.042,-0.036,-0.044
5.0,4.0,0.0,0.0,3.0,0.518,-0.049,-0.002,-0.042,-0.036,-0.043
5.0,4.0,0.0,0.0,4.0,0.508,-0.049,-0.002,-0.042,-0.037,-0.044
4.0,4.0,0.0,0.0,3.0,0.493,-0.049,-0.002,-0.042,-0.037,-0.043
5.0,4.0,0.0,0.0,4.0,0.498,-0.048,-0.003,-0.041,-0.035,-0.044
5.0,4.0,0.0,0.0,3.0,0.506,-0.048,-0.002,-0.041,-0.035,-0.044
4.0,4.0,0.0,0.0,4.0,0.516,-0.047,-0.001,-0.041,-0.035,-0.042
5.0,4.0,0.0,0.0,4.0,0.506,-0.048,0.0,-0.041,-0.035,-0.042
5.0,4.0,0.0,0.0,3.0,0.504,-0.048,0.0,-0.041,-0.035,-0.042
4.0,4.0,0.0,0.0,4.0,0.485,-0.046,-0.001,-0.041,-0.034,-0.041
5.0,4.0,0.0,0.0,3.0,0.482,-0.045,0.0,-0.04,-0.035,-0.043
5.0,4.0,0.0,0.0,4.0,0.506,-0.046,0.0,-0.041,-0.034,-0.041
4.0,3.0,0.0,0.0,3.0,0.501,-0.045,0.0,-0.04,-0.036,-0.04
5.0,4.0,0.0,0.0,4.0,0.495,-0.047,0.0,-0.04,-0.033,-0.043
4.0,4.0,0.0,0.0,3.0,0.498,-0.046,0.0,-0.04,-0.035,-0.04
5.0,4.0,0.0,0.0,4.0,0.506,-0.046,0.0,-0.04,-0.034,-0.041
4.0,4.0,0.0,0.0,3.0,0.5,-0.046,0.001,-0.04,-0.032,-0.041
5.0,4.0,0.0,0.0,4.0,0.498,-0.044,0.002,-0.04,-0.034,-0.042
4.0,4.0,0.0,0.0,3.0,0.496,-0.045,0.001,-0.039,-0.033,-0.04
5.0,4.0,0.0,0.0,4.0,0.489,-0.045,0.001,-0.039,-0.033,-0.041
5.0,3.0,0.0,0.0,3.0,0.511,-0.046,0.002,-0.038,-0.033,-0.041
4.0,4.0,0.0,0.0,3.0,0.495,-0.044,0.002,-0.039,-0.033,-0.04
4.0,4.0,0.0,0.0,4.0,0.496,-0.044,0.001,-0.038,-0.033,-0.039
5.0,4.0,0.0,0.0,3.0,0.502,-0.044,0.001,-0.038,-0.031,-0.041
4.0,4.0,0.0,0.0,4.0,0.496,-0.043,0.003,-0.038,-0.031,-0.041
5.0,4.0,0.0,0.0,3.0,0.503,-0.045,0.002,-0.037,-0.033,-0.038
4.0,3.0,0.0,0.0,3.0,0.503,-0.044,0.001,-0.037,-0.033,-0.039
5.0,4.0,0.0,0.0,4.0,0.511,-0.043,0.002,-0.037,-0.031,-0.039
4.0,4.0,0.0,0.0,3.0,0.506,-0.043,0.002,-0.036,-0.032,-0.041
5.0,4.0,0.0,0.0,4.0,0.499,-0.046,0.003,-0.037,-0.03,-0.038
4.0,4.0,0.0,0.0,3.0,0.502,-0.043,0.002,-0.036,-0.031,-0.04
5.0,3.0,0.0,0.0,3.0,0.504,-0.044,0.004,-0.036,-0.031,-0.039
4.0,4.0,0.0,0.0,4.0,0.491,-0.044,0.003,-0.038,-0.03,-0.04
4.0,4.0,0.0,0.0,3.0,0.496,-0.043,0.002,-0.037,-0.031,-0.038
5.0,3.0,0.0,0.0,3.0,0.505,-0.044,0.002,-0.037,-0.03,-0.04
4.0,4.0,0.0,0.0,4.0,0.51,-0.043,0.003,-0.036,-0.029,-0.039
4.0,4.0,0.0,0.0,3.0,0.51,-0.043,0.003,-0.036,-0.03,-0.039
5.0,4.0,0.0,0.0,3.0,0.505,-0.042,0.004,-0.038,-0.031,-0.038
4.0,3.0,0.0,0.0,4.0,0.507,-0.043,0.003,-0.036,-0.029,-0.038
4.0,4.0,0.0,0.0,3.0,0.499,-0.042,0.004,-0.036,-0.03,-0.039
5.0,4.0,0.0,0.0,3.0,0.488,-0.042,0.003,-0.036,-0.03,-0.04
4.0,4.0,0.0,0.0,3.0,0.501,-0.043,0.004,-0.036,-0.03,-0.035
4.0,3.0,0.0,0.0,4.0,0.494,-0.042,0.005,-0.035,-0.03,-0.038
5.0,4.0,0.0,0.0,3.0,0.515,-0.044,0.005,-0.035,-0.031,-0.038
4.0,4.0,0.0,0.0,3.0,0.504,-0.041,0.005,-0.036,-0.03,-0.037
