id,timestamp,sensors.flow0.value,sensors.flow1.value,sensors.flow2.value,sensors.flow3.value,sensors.flow4.value,sensors.pressure0.value,sensors.pressure1.value,sensors.pressure2.value,sensors.pressure3.value,sensors.pressure4.value,sensors.pressure5.value,valves.bigvalve0.value,valves.bigvalve1.value,valves.valve0.value,valves.valve1.value,valves.valve2.value,valves.valve3.value,valves.valve4.value,valves.change_time
25,1765188365.7954237,2.5008725658261444,1.6917667357059212,1.838877041428214,0.8826607569860461,0.0,2.444,1.7,1.1440000000000001,1.724,1.672,1.668,0,1,0,0,0,0,0,15.167628288269043
26,1765188366.780526,2.5008725658261444,1.6917667357059212,1.838877041428214,0.8826607569860461,0.0,2.424,1.692,1.1320000000000001,1.7,1.6640000000000001,1.6640000000000001,0,1,0,0,0,0,0,16.258333921432495
27,1765188367.7607534,2.4721243627081626,1.7229931090986277,1.722991188823547,0.8240386284110126,0.0,2.46,1.708,1.1280000000000001,1.724,1.668,1.672,0,1,0,0,0,0,0,17.24713158607483
28,1765188368.8918805,2.4721243627081626,1.7229931090986277,1.722991188823547,0.8240386284110126,0.0,2.424,1.696,1.1440000000000001,1.724,1.68,1.676,0,1,0,0,0,0,0,18.22468876838684
29,1765188370.075838,2.46799460713654,1.5795099460489956,1.7769498938143917,0.88847434465256,0.0,2.416,1.704,1.124,1.72,1.68,1.672,0,1,0,0,0,0,0,19.35462236404419
30,1765188371.0317369,2.46799460713654,1.5795099460489956,1.7769498938143917,0.88847434465256,0.0,2.46,1.74,1.1400000000000001,1.752,1.68,1.676,0,1,0,0,0,0,0,20.542871713638306
31,1765188372.1004095,2.4342094682264834,1.655269816214063,1.8500080600888913,0.7789520641197858,0.0,2.444,1.728,1.124,1.74,1.676,1.672,0,1,0,0,0,0,0,21.507388591766357
32,1765188373.2668765,2.4342094682264834,1.655269816214063,1.8500080600888913,0.7789520641197858,0.0,2.444,1.716,1.1440000000000001,1.732,1.68,1.676,0,1,0,0,0,0,0,22.559452533721924
33,1765188374.0485456,2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.444,1.716,1.1440000000000001,1.728,1.676,1.676,0,1,0,0,0,0,0,23.73841905593872
34,1765188375.1398845,2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.46,1.736,1.1280000000000001,1.744,1.68,1.688,0,1,0,0,0,0,0,24.515323877334595
35,1765188376.1489582,2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.412,1.704,1.1320000000000001,1.724,1.672,1.672,0,1,0,0,0,0,0,25.598907709121704
36,1765188376.892357,2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.436,1.716,1.1440000000000001,1.728,1.684,1.68,0,1,0,0,0,0,0,26.612351894378662
37,1765188377.9814901,2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.432,1.708,1.1400000000000001,1.732,1.68,1.676,0,1,0,0,0,0,0,27.35924220085144
38,1765188378.9055943,2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.44,1.716,1.1360000000000001,1.736,1.676,1.68,0,1,0,0,0,0,0,28.44426703453064
39,1765188379.8049574,2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.428,1.712,1.1440000000000001,1.74,1.688,1.68,0,1,0,0,0,0,0,29.37176203727722
40,1765188380.8435965,2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.436,1.716,1.1320000000000001,1.736,1.688,1.684,0,1,0,0,0,0,0,30.268792867660522
41,1765188381.5710883,2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.428,1.708,1.1400000000000001,1.732,1.68,1.68,0,1,0,0,0,0,0,31.302722215652466
42,1765188382.5531602,2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.412,1.704,1.1360000000000001,1.72,1.672,1.672,0,1,0,0,0,0,0,32.0337815284729
43,1765188383.544028,2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.416,1.7,1.1360000000000001,1.728,1.68,1.672,0,1,0,0,0,0,0,33.01129150390625
44,1765188384.411543,2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.432,1.712,1.1440000000000001,1.728,1.688,1.684,0,1,0,0,0,0,0,34.00600600242615
45,1765188385.4833121,2.493950427756803,1.6137354744603651,1.7604385516325982,0.8802186847019091,0.0,2.428,1.708,1.1400000000000001,1.724,1.68,1.684,0,1,0,0,0,0,0,34.87839460372925
46,1765188386.3432622,2.493950427756803,1.6137354744603651,1.7604385516325982,0.8802186847019091,0.0,2.436,1.708,1.1400000000000001,1.724,1.684,1.672,0,1,0,0,0,0,0,35.94273591041565
47,1765188387.243793,2.493950427756803,1.6137354744603651,1.7604385516325982,0.8802186847019091,0.0,2.472,1.724,1.1480000000000001,1.732,1.68,1.676,0,1,0,0,0,0,0,36.811551332473755
48,1765188388.2682948,2.4276622348423493,1.6920057301275175,1.7655716425799084,0.8092208130749885,0.0,2.436,1.7,1.1400000000000001,1.72,1.676,1.672,0,1,0,0,0,0,0,37.702778339385986
49,1765188389.0139568,2.4276622348423493,1.6920057301275175,1.7655716425799084,0.8092208130749885,0.0,2.428,1.708,1.1440000000000001,1.732,1.684,1.672,0,1,0,0,0,0,0,38.72898626327515
50,1765188390.1550567,2.4276622348423493,1.6920057301275175,1.7655716425799084,0.8092208130749885,0.0,2.436,1.704,1.1400000000000001,1.728,1.676,1.676,0,1,0,0,0,0,0,39.476828813552856
51,1765188390.9644399,2.504513974362733,1.645824681872601,1.7889397251022887,0.85869120868754,0.0,2.428,1.7,1.1320000000000001,1.728,1.68,1.68,0,1,0,0,0,0,0,40.61253499984741
52,1765188391.926015,2.504513974362733,1.645824681872601,1.7889397251022887,0.85869120868754,0.0,2.428,1.708,1.1480000000000001,1.728,1.68,1.676,0,1,0,0,0,0,0,41.42707920074463
53,1765188392.986677,2.504513974362733,1.645824681872601,1.7889397251022887,0.85869120868754,0.0,2.444,1.712,1.1360000000000001,1.732,1.684,1.68,0,1,0,0,0,0,0,42.384567737579346
54,1765188393.7208643,2.5013585316503284,1.618526517522965,1.765665440500756,0.882832868907937,0.0,2.436,1.712,1.1320000000000001,1.728,1.688,1.684,0,1,0,0,0,0,0,43.448254108428955
55,1765188394.7775726,2.5013585316503284,1.618526517522965,1.765665440500756,0.882832868907937,0.0,2.424,1.712,1.1360000000000001,1.744,1.684,1.684,0,1,0,0,0,0,0,44.187220096588135
56,1765188395.7816794,2.5013585316503284,1.618526517522965,1.765665440500756,0.882832868907937,0.0,2.456,1.7,1.1400000000000001,1.728,1.688,1.68,0,1,0,0,0,0,0,45.23666453361511
57,1765188396.5761366,2.459546605365878,1.6396915831967982,1.7887536915426148,0.8198451622441524,0.0,2.428,1.708,1.1440000000000001,1.708,1.668,1.6640000000000001,0,1,0,0,0,0,0,46.24503254890442
58,1765188397.6968277,2.459546605365878,1.6396915831967982,1.7887536915426148,0.8198451622441524,0.0,2.424,1.692,1.1400000000000001,1.724,1.676,1.676,0,1,0,0,0,0,0,47.03901934623718
59,1765188398.5893762,2.459546605365878,1.6396915831967982,1.7887536915426148,0.8198451622441524,0.0,2.424,1.7,1.1360000000000001,1.72,1.672,1.672,0,1,0,0,0,0,0,48.15501928329468
60,1765188399.479039,2.4487280911669687,1.7066905800452086,1.7808936109106774,0.8162426277406561,0.0,2.46,1.716,1.1440000000000001,1.732,1.676,1.676,0,1,0,0,0,0,0,49.0521936416626
61,1765188400.5607262,2.4487280911669687,1.7066905800452086,1.7808936109106774,0.8162426277406561,0.0,2.424,1.692,1.1320000000000001,1.704,1.668,1.672,0,1,0,0,0,0,0,49.953627586364746
62,1765188401.3190775,2.4487280911669687,1.7066905800452086,1.7808936109106774,0.8162426277406561,0.0,2.42,1.7,1.1320000000000001,1.708,1.672,1.668,0,1,0,0,0,0,0,51.020041704177856
63,1765188402.3972766,2.5187265598638926,1.6028259926406587,1.7554770071926578,0.8395753732857083,0.0,2.436,1.704,1.1400000000000001,1.724,1.668,1.672,0,1,0,0,0,0,0,51.78323221206665
64,1765188403.3834283,2.5187265598638926,1.6028259926406587,1.7554770071926578,0.8395753732857083,0.0,2.424,1.692,1.1360000000000001,1.724,1.6640000000000001,1.668,0,1,0,0,0,0,0,52.85525870323181
65,1765188404.1960828,2.421741948089561,1.6145000387813757,1.8163131728619117,0.8072516041278709,0.0,2.44,1.712,1.1440000000000001,1.732,1.676,1.676,0,1,0,0,0,0,0,53.84462356567383
66,1765188405.3034134,2.421741948089561,1.6145000387813757,1.8163131728619117,0.8072516041278709,0.0,2.436,1.704,1.1480000000000001,1.728,1.676,1.672,0,1,0,0,0,0,0,54.66655158996582
67,1765188406.1560626,2.421741948089561,1.6145000387813757,1.8163131728619117,0.8072516041278709,0.0,2.424,1.692,1.1360000000000001,1.696,1.6600000000000001,1.6600000000000001,0,1,0,0,0,0,0,55.766611099243164
68,1765188407.1534636,2.4794785808870317,1.6529794667351803,1.7281134111113232,0.8264886673747865,0.0,2.444,1.708,1.1480000000000001,1.732,1.68,1.68,0,1,0,0,0,0,0,56.62206149101257
69,1765188408.2236173,2.4794785808870317,1.6529794667351803,1.7281134111113232,0.8264886673747865,0.0,2.428,1.7,1.1360000000000001,1.72,1.672,1.668,0,1,0,0,0,0,0,57.61299657821655
70,1765188409.0033412,2.418193552389416,1.6121294067105771,1.712888087161557,0.8060648892475241,0.0,2.432,1.704,1.1400000000000001,1.716,1.676,1.676,0,1,0,0,0,0,0,58.69067358970642
71,1765188409.977629,2.418193552389416,1.6121294067105771,1.712888087161557,0.8060648892475241,0.0,2.464,1.764,1.1440000000000001,1.772,1.724,1.732,0,1,0,0,0,0,1,0.0
72,1765188411.0042539,2.418193552389416,1.6121294067105771,1.712888087161557,0.8060648892475241,0.0,2.468,1.772,1.1400000000000001,1.78,1.724,1.736,0,1,0,0,0,0,1,0.9716892242431641
73,1765188411.848725,2.397876529514526,1.6485194742590912,1.723452768804129,0.8242605146465841,0.0,2.472,1.78,1.1400000000000001,1.772,1.72,1.736,0,1,0,0,0,0,1,1.9990959167480469
74,1765188412.8431103,2.397876529514526,1.6485194742590912,1.723452768804129,0.8242605146465841,0.0,2.452,1.764,1.1400000000000001,1.772,1.72,1.744,0,1,0,0,0,0,1,2.8435866832733154
75,1765188413.6862907,2.397876529514526,1.6485194742590912,1.723452768804129,0.8242605146465841,0.0,2.464,1.776,1.1400000000000001,1.784,1.732,1.74,0,1,0,0,0,0,1,3.8401341438293457
76,1765188414.6371672,2.4080618706775114,1.5535985238253773,1.6312739545090793,0.854475541983515,0.0,2.484,1.784,1.1480000000000001,1.788,1.74,1.744,0,1,0,0,0,0,1,4.684507608413696
77,1765188415.642752,2.4080618706775114,1.5535985238253773,1.6312739545090793,0.854475541983515,0.0,2.476,1.768,1.1400000000000001,1.776,1.732,1.74,0,1,0,0,0,0,1,5.632188081741333
78,1765188416.4172661,2.4080618706775114,1.5535985238253773,1.6312739545090793,0.854475541983515,0.0,2.48,1.78,1.1440000000000001,1.784,1.732,1.732,0,1,0,0,0,0,1,6.642086029052734
