sensor.flow0,sensor.flow1,sensor.flow2,sensor.flow3,sensor.flow4,sensor.pressure0,sensor.pressure1,sensor.pressure2,sensor.pressure3,sensor.pressure4,sensor.pressure5,valve.bigvalve0,valve.bigvalve1,valve.valve0,valve.valve1,valve.valve2,valve.valve3,valve.valve4,last_valve_change
2.470878600877488,1.6766686379760363,1.76491560342627,0.8824581581883943,0.0,2.7128400000000004,1.89144,1.0678400000000001,1.9136400000000002,1.8648,1.8059999999999998,0,1,0,0,0,0,0,1.7994859218597412
2.456054897669799,1.6614498628127874,1.8059234653405076,0.8668430483812993,0.0,2.67288,1.87368,1.0640800000000001,1.89144,1.8470400000000002,1.7931,0,1,0,0,0,0,0,2.883392572402954
2.456054897669799,1.6614498628127874,1.8059234653405076,0.8668430483812993,0.0,2.7084,1.89144,1.0678400000000001,1.9047600000000002,1.85148,1.7973999999999999,0,1,0,0,0,0,0,3.9167706966400146
2.456054897669799,1.6614498628127874,1.8059234653405076,0.8668430483812993,0.0,2.68176,1.88256,1.0716,1.88256,1.8470400000000002,1.7973999999999999,0,1,0,0,0,0,0,4.702535152435303
2.477094468060659,1.6985785135105367,1.840127170090482,0.9200636595653876,0.0,2.6773200000000004,1.887,1.0678400000000001,1.9047600000000002,1.86036,1.8059999999999998,0,1,0,0,0,0,0,5.826749563217163
2.477094468060659,1.6985785135105367,1.840127170090482,0.9200636595653876,0.0,2.69064,1.8958800000000002,1.07536,1.9180800000000002,1.86036,1.8059999999999998,0,1,0,0,0,0,0,6.791254758834839
2.477094468060659,1.6985785135105367,1.840127170090482,0.9200636595653876,0.0,2.7128400000000004,1.89144,1.0678400000000001,1.9225200000000002,1.86924,1.8016999999999999,0,1,0,0,0,0,0,7.579482316970825
2.5206582496553995,1.656431335366773,1.8004683976119729,0.8642246883968463,0.0,2.7084,1.887,1.0678400000000001,1.9136400000000002,1.85592,1.8016999999999999,0,1,0,0,0,0,0,8.720111846923828
2.5206582496553995,1.656431335366773,1.8004683976119729,0.8642246883968463,0.0,2.7306000000000004,1.9003200000000002,1.07912,1.9003200000000002,1.85148,1.7973999999999999,0,1,0,0,0,0,0,9.660345315933228
2.5206582496553995,1.656431335366773,1.8004683976119729,0.8642246883968463,0.0,2.67288,1.87812,1.07536,1.887,1.8470400000000002,1.7888000000000002,0,1,0,0,0,0,0,10.497153282165527
2.4364448953819964,1.648183717077293,1.7198437376474638,0.859922080386595,0.0,2.69064,1.88256,1.0640800000000001,1.9003200000000002,1.85148,1.7931,0,1,0,0,0,0,0,11.62706708908081
2.4364448953819964,1.648183717077293,1.7198437376474638,0.859922080386595,0.0,2.7217200000000004,1.89144,1.07536,1.9136400000000002,1.86036,1.7973999999999999,0,1,0,0,0,0,0,12.529378175735474
2.4364448953819964,1.648183717077293,1.7198437376474638,0.859922080386595,0.0,2.69952,1.87812,1.0640800000000001,1.887,1.85148,1.7931,0,1,0,0,0,0,0,13.383128643035889
2.5008725658261444,1.6917667357059212,1.838877041428214,0.8826607569860461,0.0,2.7217200000000004,1.8958800000000002,1.0716,1.9047600000000002,1.86036,1.7931,0,1,0,0,0,0,0,14.459248781204224
2.5008725658261444,1.6917667357059212,1.838877041428214,0.8826607569860461,0.0,2.7128400000000004,1.887,1.07536,1.9136400000000002,1.85592,1.7931,0,1,0,0,0,0,0,15.167628288269043
2.5008725658261444,1.6917667357059212,1.838877041428214,0.8826607569860461,0.0,2.69064,1.87812,1.0640800000000001,1.887,1.8470400000000002,1.7888000000000002,0,1,0,0,0,0,0,16.258333921432495
2.4721243627081626,1.7229931090986277,1.722991188823547,0.8240386284110126,0.0,2.7306000000000004,1.8958800000000002,1.0603200000000002,1.9136400000000002,1.85148,1.7973999999999999,0,1,0,0,0,0,0,17.24713158607483
2.4721243627081626,1.7229931090986277,1.722991188823547,0.8240386284110126,0.0,2.69064,1.88256,1.07536,1.9136400000000002,1.8648,1.8016999999999999,0,1,0,0,0,0,0,18.22468876838684
2.46799460713654,1.5795099460489956,1.7769498938143917,0.88847434465256,0.0,2.68176,1.89144,1.05656,1.9092000000000002,1.8648,1.7973999999999999,0,1,0,0,0,0,0,19.35462236404419
2.46799460713654,1.5795099460489956,1.7769498938143917,0.88847434465256,0.0,2.7306000000000004,1.9314000000000002,1.0716,1.9447200000000002,1.8648,1.8016999999999999,0,1,0,0,0,0,0,20.542871713638306
2.4342094682264834,1.655269816214063,1.8500080600888913,0.7789520641197858,0.0,2.7128400000000004,1.9180800000000002,1.05656,1.9314000000000002,1.86036,1.7973999999999999,0,1,0,0,0,0,0,21.507388591766357
2.4342094682264834,1.655269816214063,1.8500080600888913,0.7789520641197858,0.0,2.7128400000000004,1.9047600000000002,1.07536,1.9225200000000002,1.8648,1.8016999999999999,0,1,0,0,0,0,0,22.559452533721924
2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.7128400000000004,1.9047600000000002,1.07536,1.9180800000000002,1.86036,1.8016999999999999,0,1,0,0,0,0,0,23.73841905593872
